Image Path,True Label,Predicted Label,Is Correct,Confidence,Error Message
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\44.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9990,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\45.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9986,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\46.jpg,A_LH_FanLeft,RH_FanLeft,False,0.8659,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\47.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9930,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\48.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9957,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\49.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9677,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\5.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9994,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\50.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9986,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\6.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9904,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\7.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9840,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\8.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9837,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanLeft\9.jpg,A_LH_FanLeft,LH_FanLeft,True,0.9990,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\0.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\1.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\10.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\11.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\12.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\13.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\14.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\15.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\16.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\17.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\18.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\19.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\2.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\20.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\21.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\22.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\23.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\24.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\25.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\26.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\27.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\28.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\29.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\3.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\30.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\31.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\32.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\33.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\34.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\35.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\36.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\37.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\38.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\39.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\4.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\40.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\41.jpg,A_LH_FanRight,LH_FanRight,True,0.9815,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\42.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\43.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\44.jpg,A_LH_FanRight,LH_FanRight,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\45.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\46.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\47.jpg,A_LH_FanRight,LH_FanRight,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\48.jpg,A_LH_FanRight,LH_FanRight,True,0.9997,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\49.jpg,A_LH_FanRight,LH_FanRight,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\5.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\50.jpg,A_LH_FanRight,LH_FanRight,True,0.9999,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\6.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\7.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\8.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_LH_FanRight\9.jpg,A_LH_FanRight,LH_FanRight,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\0.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\1.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\10.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\11.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\12.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\13.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\14.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\15.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\16.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\17.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\18.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\19.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\2.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\20.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\21.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\22.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\23.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\24.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\25.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\26.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\27.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\28.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\29.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\3.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\30.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\31.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\32.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\33.jpg,A_RH_FanLeft,FanUp,False,0.9613,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\34.jpg,A_RH_FanLeft,FanUp,False,0.8323,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\35.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\36.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\37.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\38.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\39.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\4.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\40.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\41.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\42.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\43.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\44.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\45.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\46.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\47.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\48.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\49.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
D:\DaiHoc\XuLyAnhSo\Nhom17_DoAnXuLyAnhSo_HCMUTE\labels\A_RH_FanLeft\5.jpg,A_RH_FanLeft,RH_FanLeft,True,1.0000,
